0,0.45644
1,0.17877
2,0.8356
3,0.32793
4,2.2019
5,0.44139
6,1.1014
7,0.1462
8,0.87193
9,0.54959
10,2.2117
11,0.21305
12,0.085596
13,0.48516
14,1.527
15,3.1396
16,0.053025
17,0.1676
18,1.0721
19,0.20775
20,0.45824
21,0.22311
22,1.0658
23,0.40723
24,1.7315
25,0.53353
26,0.30883
27,0.51474
28,0.95224
29,4.4641
30,0.57744
31,0.36237
32,0.73762
33,0.69728
34,0.080932
35,0.084596
36,0.10231
37,0.7829
38,0.1449
39,0.063826
40,0.59936
41,1.0107
42,3.2409
43,3.1861
44,0.67286
45,0.13824
46,0.76408
47,0.2669
48,0.50914
49,0.73209
50,0.85075
51,0.30942
52,0.41856
53,0.2028
54,4.5784
55,2.3671
56,1.356
57,1.6508
58,4.564
59,2.8159
60,5.3364
61,0.22022
62,0.20556
63,0.30172
64,1.8789
65,0.1696
66,0.48757
67,0.080932
68,0.54927
69,0.084596
70,0.1696
71,2.0175
72,0.19479
73,0.9411
74,6.134
75,6.7464
76,0.25101
77,2.3909
78,0.37851
79,0.5889
80,0.82894
81,2.5658
82,0.74699
83,0.25762
84,0.75314
85,0.8422
86,0.46275
87,0.04322
88,3.3914
89,1.322
90,0.68594
91,0.49507
92,1.8924
93,0.11425
94,0.53272
95,0.039665
96,0.080932
97,0.31492
98,0.69157
99,2.2736
100,2.8023
101,2.4065
102,0.26048
103,0.90743
104,0.094002
105,0.39046
106,0.24701
107,0.74168
108,0.12719
109,0.18074
110,0.2786
111,0.36438
112,0.36502
113,0.52304
114,0.15079
115,0.2841
116,0.29105
117,0.093461
118,8.3086
119,0.11577
120,0.058804
121,0.063826
122,0.2619
123,0.28389
124,0.43501
125,1.2915
126,0.33219
127,0.08093
128,0.21256
129,0.21572
130,0.41374
131,0.04322
132,1.1495
133,4.051
134,0.052528
135,0.91349
136,0.4381
137,0.31586
138,1.2817
139,1.1121
140,0.22459
141,0.32373
142,0.10458
143,0.36198
144,0.16627
145,0.16627
146,0.16627
147,0.11489
148,0.2068
149,0.062217
150,0.063826
151,0.37899
152,5.8455
153,0.25599
154,0.073211
155,0.094899
156,0.23653
157,0.2188
